taxonomicName,popularityRating,commonNames
Smilax regelii,,"Honduras Sarsaparilla,Sarsaparilla,nan"
Smilax scobinicaulis,,nan
Smilax sieboldi,,nan
Smilax siphilitica,,nan
Smilax sp,,"Saparna,Khao Yen,Sarsaparilla"
Smilax sp.,,nan
Smilax spinosa,,nan
Smilax spruceana,,Para Sarsaparilla
Smilax stans,,nan
Smilax syphilitica,,nan
Smilax zeylanica,,nan
Smithia conferta,,nan
Smithia sensitiva,,Pokok tangki bukit
Smyrnium olusatrum,,"Yabani Kereviz,Alexanders"
Smyrnium oulcastrum,,Apio Caballar
Smyrnium perfoliatum,,Smyrnion
Solandra hirsuta,,nan
Solandra nitida,,nan
Solandra sp,,"Trumpet Flower,Solandra"
Solanum aculeatissimum,,"Terong tenang,Terong puyoh (Quail eggplant),Terong perak (Rancid eggplant),Terong belanda (Dutch eggplant"
Solanum aethiopicum,,nan
Solanum agrarium,,nan
Solanum albicaule,,nan
Solanum albidum,,nan
Solanum alternato-pinnatum,,nan
Solanum amazonicum,,nan
Solanum anomalum,,Children'S Tomato
Solanum asperolanatum,,nan
Solanum asperrimum,,nan
Solanum atriplicifolium,,Yerba Mora
Solanum aviculare,,nan
Solanum bahamense,,nan
Solanum bicolor,,nan
Solanum blumei,,Terong chator
Solanum capense,,Nightshade
Solanum carolinense,,"Solanum De La Caroline,Horse Nettle,Trostbeere,Horsenettle,Carolina,Paardenetel"
Solanum ciliatum,,nan
Solanum citrullifolium,,nan
Solanum coagulans,,nan
Solanum cordatum,,Nachschatten
Solanum diversifolium,,nan
Solanum dubium,,nan
Solanum dulcamara,,"E'Nab Al Tha'Lab,K'U Ch'Ieh,Yaban Yasemini,Bittersweet,Hab Al A'Lam,Hundaebaer,Shu Yang Ch'Uan,Helwa Morrah,Dulcamara,Maurella,Zurukamara,Tre Marana,Bai Ying"
Solanum duplosinuatum,,nan
Solanum elaeagnifolium,,Silverleaf Nightshade
Solanum elaegnifolium,,nan
Solanum eleagnifolium,,nan
Solanum erianthum,,"Amourette,Tabac Marron,Zamourette,Tabacon"
Solanum esuriale,,nan
Solanum ferox,,"Terong asam (Sour-relish eggpl,nan"
Solanum frutescens,,Yerba Mora
Solanum giganteum,,nan
Solanum gracile,,nan
Solanum gracilipes,,nan
Solanum hindsianum,,nan
Solanum hirtum,,nan
Solanum hypomalacophyllum,,nan
Solanum inaequilaterale,,nan
Solanum incanum,,nan
Solanum indicum,,"Terong pipit puteh (Wht. sparr,Terong pipit hijau (Grn sparro,Vrihati"
Solanum insidiosum,,Jurubeba
Solanum jacquinii,,Kantakari
Solanum jamaicense,,nan
Solanum jasminoides,,nan
Solanum khasianum,,nan
Solanum lycocarpum,,nan
Solanum lyratum,,"Hiyodori-Shogo,Bai Ying"
Solanum malacoxylon,,nan
Solanum mammosum,,"Pichichio,Tete Jeune Fille,Pomme D'Amour,Berenjena De Gallina,Berenja De Teta,Amourette Batarde,Tetin Jeune Fille,Pomme Zombi,Tentation Neg'Sotte,Calabacita,Morelle Molle,Terong susu (Nipple eggplant)"
Solanum marginatum,,nan
Solanum melongena,,"Ch'Ieh,Aubergine,Nasu,Berenjena,Belinjele,Melongene,K'Un Lun Kua,Terong manis (Sweet eggplant),Lo Su,Berengine,Terong ungu (Purple eggplant),Terong hijau (Green eggplant),Ch'Ieh Ken,Nasubi,Strychnos Kepaios,Enchong,Baingan,Beregene,Eggplant,Berengene,Berengena"
Solanum nigra,,Yerba Mora
Solanum nigrum,,"Lanment,Lung K'Uei,Morelle Noir,Yerba Mora,Lanman,Alaman,Morete,Long Kui,E'Nab Ath Tha'Lab,Inu-Hozuki,Ituzumu,Ranti,Manman Lanman,L'Homme,E'Nab Adh Dhib,Lanman Noir,Enab Ez Zhib,Gurkamai,Nightshade,Black,T'Ien P'Ao Ts'Ao,Terong meranti,Solatro Nero,Hierba Mora,Black Nightshade,Lao Ya Yen Ching Ts'Ao,Morelle Noire,T'Ien Ch'Ieh Tzu"
Solanum nodum,,nan
Solanum panduraeforme,,nan
Solanum paniculatum,,nan
Solanum phyllanthum,,nan
Solanum pseudocapsicum,,nan
Solanum quitoensis,,nan
Solanum racemosum,,Morelle Cerasiforme
Solanum rechingeri,,nan
Solanum rostratum,,nan
Solanum sanitwongsei,,nan
Solanum saponaceum,,nan
Solanum sarmentosum,,"Terong pipit (Sparrow eggplant,Terong tikus (Mouse eggplant)"
Solanum seaforthianum,,nan
Solanum sisymbrifolium,,nan
Solanum sisymbriifolium,,Revienta Caballo
Solanum sodomeum,,"Apple Of Sodom,Bou Sikroun"
Solanum somniculentum,,Quauhayacachtli
Solanum sp,,Lung Chu
Solanum spectabile,,nan
Solanum spirale,,Mak Dit
Solanum supinum,,Bitter Apple
Solanum surattense,,nan
Solanum surattensis,,nan
Solanum surettense,,nan
Solanum swartzianum,,nan
Solanum tomentosum,,nan
Solanum topiro,,Cocona
Solanum tortipes,,Panzou
Solanum tortum?,,Panzou
Solanum torvum,,"Z'Amorette,Berenjena Cimarrona,Poka,Terong pipit puteh (Wht sparro,Soushumber,Tabacon"
Solanum triflorum,,nan
Solanum trilobatum,,nan
Solanum triquetrum,,nan
Solanum tuberosum,,"Patates,Patata,T'U Yu,Zyaga-Imo,Potato,Pomme De Terre,Kartoffel,Grumbir,Papa"
Solanum uporo,,nan
Solanum valdiviense,,Werke
Solanum verbascifolium,,"Daun bunga china (China fl lea,Teter,Daun sangsara (Anguish leaf),Trompillo,Sekasap,Terong rimba (Virg. for. eggpl,Terong raya (Big eggplant)"
Solanum virginianum,,nan
Solanum wendlandii,,nan
Solanum xanthocarpum,,Kantakarika
Solenostemma argel,,nan
Solidago californica,,California Goldenrod
Solidago canadensis,,nan
Solidago nemoralis,,nan
Solidago odora,,Sweet Goldenrod
Solidago sempervirens,,Solidago
Solidago sp,,"Goldenrod,nan"
Solidago virga-aurea,,Vara De Oro
Solidago virga-aureavar.asiatica,,Akino-Kirin-So
Solidago virgaurea,,"European Goldenrod,nan"
Solidago virgo-aurea,,Liu Chi Nu Ts'Ao
Solidago virgoaurea,,Yahudiotu
Sonchus arvensis,,"Sowthistle,Corn"
Sonchus asper,,Sowthistle
Sonchus brachyotus,,nan
Sonchus ecklonianus,,nan
Sonchus integrifolius,,nan
Sonchus nanus,,nan
Sonchus oleraceus,,"Sow Thistle,T'U,Gansedistel,Thistle,Milky,Esek Marulu,Lechuguillo,Chicoree Marron,Cerraja,Lechuguilla,Jo'Dhaidh,Sowthistle,Thistle,Tufty,K'U Ts'Ai,Achicoria"
Sonchus spp.,,nan
Sonerila begoniifolia,,Bebulus
Sonerila gimlettei,,Akar batu
Sonerila heterostemon,,"Hati-hati hutan (Wdland Coleus,Hati-hati gajah (Eleph. Coleus"
Sonerila nidularia,,"Katchit fatimah,Serengan kerbau"
Sonerila tenera,,nan
Sonneratia caseolaris,,"Pedada,Betah,Jedaba,Perepat,Bidada,Berembang"
Sonneratia griffithii,,Perepat
Sonneratia ovata,,Kedaboo
Sophora angustifolia,,"K'U Shen,Ti Huai,K'U Shen Tzu,Shui Huai,K'U Shen Shih,Yeh Huai"
Sophora chrysophylla,,nan
Sophora flavescens,,nan
Sophora griffithii,,nan
Sophora japonica,,"Huai,Huai Chih Chiu"
Sophora mollis,,nan
Sophora secundiflora,,Mescal Bean
Sophora subprostrata,,"Shan Dou Gen,nan"
Sophora tetraptera,,Kowhai
Sophora tomentosa,,"Kayu penawar,Ki koetjing,Pelotok,Oepas bidji,Mata koetjing,Pelochok,Panawa sofo,Lolang lainoehi,Lolang ahoek,Lolang badjo,Kajoe penawar,Matoea masin,Lolang pante"
Sopubia cana,,nan
Sopubia delphinifolia,,nan
Sorbaria sorbifolium,,nan
Sorbus americana,,"Mountain Ash,nan"
Sorbus aria,,White Beamtree
Sorbus aucuparia,,"Uvez Agaci,Serbal Silvestre,Rowan Tree,European Mountainash"
Sorbus domestica,,Service Tree
Sorbus scopulina,,nan
Sorbus sp,,Mountain Ash
Sorbus torminalis,,Checkertree
Sorghum basutorum,,nan
Sorghum bicolor,,"Durra,Thura,Bayaz Dari,Dari,Serce Darisi,Kao Liang,Shu Shu"
Sorghum caffrorum,,nan
Sorghum dochna,,nan
Sorghum halepense,,nan
Sorghum sp,,Sorghum
Sorghum sudanense,,nan
Sorindeia werneckei,,nan
Soulamea amara,,Lamk.
Soulamea soulameoides,,nan
Soymida febrifuga,,"Cedro Bastardo,Rohuna,Rohan,Bastard Cedar"
Sparganium ramosum,,"Bur Reed,Astiger Igelskolben,Biodo"
Sparganium stoloniferum,,nan
Sparganophorus vaillantii,,nan
Sparmannia africana,,nan
Spartium junceum,,"Katirtinagi,Redama,Katir Dirnaghi,Ratam,Gayomba,Spanish Broom,Sheeh Shujairi,Sit Khadijah"
Spathiphyllum candicans,,nan
Spathiphyllum cannifolium,,nan
Spathiphyllum cochlaerispahtum,,nan
Spathiphyllum cochlearispathum,,nan
Spathiphyllum sp,,Hierba Del Manso
Spathodea campanulata,,nan
Spathoglottis plicata,,Lumbah tikus (Mouse Curculigo)
Spatholobus ferrugineus,,"Akar sekuet,Areuj sambangan,Akar gueh,Akar sarik,Akar jangat"
Spatholobus littoralis,,Areuj moending djaloe
Spatholobus roxburghii,,nan
Spatholobus suberectus,,nan
Spergula arvensis,,Spargula
Spergularia rubra,,"U'Shba Hamra,Red Sandwort,Arenaria Roja"
Spermacoce hispida,,nan
Spermacoce tenuoir,,nan
Spermacoce tetraquetra,,nan
Sphacele campanulata,,Alwe L Awen
Sphaeralcea ambigua,,nan
Sphaeralcea angustifolia,,Globemallow
Sphaeralcea bonariensis,,nan
Sphaeralcea coccinea,,nan
Sphaeralcea coiulteri,,nan
Sphaeralcea coulteri,,nan
Sphaeralcea fendleri,,Yerba De Negrita
Sphaeralcea sp,,Malva
Sphaeranthus africanus,,Gelang liat lembu (Tough ox
Sphaeranthus cochinchinensis,,nan
Sphaeranthus hirtus,,"Thistle,Globe"
Sphaeranthus indicus,,Mundi
Sphaeranthus senegalensis,,Chenuet
Sphaeranthus suaveolens,,nan
Sphaerocoryne aberrans,,Akar bunga tanjong
Sphenocentrum jollyanum,,Kotemenem
Sphenoclea zeylanica,,nan
Sphenodesme barbata,,Akar meruan
Sphenodesme involucrata,,nan
Sphenodesme pentandra,,"Akar subang,nan"
Sphenodesme triflora,,Akar bisa (Poison climber)
Sphenomeris chusana,,nan
Spigelia anthelmia,,"West Indian Spigelia,Espigelia,Yerba De Lombrices,L."
Spigelia flemmingiana,,nan
Spigelia glabrata,,nan
Spigelia marilandica,,"Spicelia,Pinkroot"
Spilanthes acmella,,"Para Cress,Sarunen,Gletang,Gatang,Legetan,Pokok getang"
Spilanthes acmellavar.oleracea,,Kibana-Oranda-Senniti
Spilanthes americana,,nan
Spilanthes calva,,nan
Spilanthes grandiflora,,nan
Spilanthes mutisii,,nan
Spilanthes ocymifolia,,nan
Spilanthes oleracea,,"Cresson De Para,Para Cress,Mastruco,Ukra"
Spilanthes paniculata,,nan
Spilanthes uliginosa,,"Creosote Pays,Herbe Mal Aux Dents"
Spinacia oleracea,,"Ispanak,Epinard,Espinaca,Ispinakh,Po Leng Ts'Ai,Spinagh,Po Ssu Ts'Ao,Spinach,Po Ts'Ai,Ch'Ih Ken Ts'Ai"
Spiraea aruncus,,nan
Spiraea filipendula,,"Dropwort,Rode Steenbreek,Wiesen Geissbart"
Spiraea henryi,,nan
Spiraea japonica,,nan
Spiraea opulifolia,,Ninebark
Spiraea prunifolia,,nan
Spiraea sorbifolia,,nan
Spiraea tomentosa,,nan
Spiranthes autumnalis,,Guz Helezoni Hoku
Spiranthes diuretica,,nan
Spirodela polyrhiza,,Uki-Kusa
Spirodela polyrrhiza,,nan
Spondianthus preussii,,nan
Spondianthus ugandensis,,nan
Spondias amara,,"An Mo Le,Yu Kan Tzu,An Mo Lo Chia Kuo"
Spondias dulcis,,"Jen Mien Tzu,nan"
Spondias lutea,,nan
Spondias mombin,,"Jobo Macho,Mombin Franc,Ciruela,Gros Mombin,Myrobalane,Grand Mombin,Jobo De Puerco,Grtand Mombin Franc,Hogplum,Ciruela Amarilla"
Spondias pinnata,,"Kadondong,Buah amra,Buah larah"
Spondias purpurea,,"Cirouellier,Jobo Negro,Abricotier Batard,Ciruela Sanjuanera,Ciruela Morada,Ciroyere D'Amerique,Jobo,Cirouelle"
Spondias sp,,nan
Spondias terebinthinaceus,,nan
Sporobolus fimbriatus,,nan
Sporobolus helveolus,,nan
Sporobolus indicus,,nan
Sporobolus virginicus,,nan
Sprekelia formosissima,,nan
Sprekelia formossissima,,Jacobaean Lily
Stachyphrynium jagorianum,,nan
Stachyphrynium parvum,,nan
Stachyphrynium sp.,,nan
Stachys aethiopica,,nan
Stachys alopecuros,,Margarita
Stachys annuus,,"Astabatan,Woundwort"
Stachys aspera,,"Shui Su,Hsiang Su,Lung Nao Po Ho"
Stachys baicalensis,,nan
Stachys betonica,,Kakko-Tyorogi
Stachys bogotensis,,Asnac Ccora
Stachys cooleyae,,nan
Stachys glutinosa,,Tragoriganos
Stachys heraclea?,,Sideritis
Stachys lanata,,nan
Stachys lavandulaefolia,,Sermaq
Stachys officinalis,,"Betony,Bathenien,Betoniye,Betonica,Bishopwort,nan"
Stachys palustris,,"Gol Kesteresi,Marsh Woodwort"
Stachys recta,,"Hierba De La Perlesia,nan"
Stachys rectus,,Karakurbaga Otu
Stachys rugosa,,nan
Stachys sieboldi,,"Kan Lu Tsu,Ts'Ao Shih Ts'An"
Stachys sieboldii,,Tyorogi
Stachys sylvatica,,"Ortiga Hedionda,Woundwort,Hedge"
Stachys sylvaticus,,Orman Kestenesi
Stachytarpheta angustifolia,,nan
Stachytarpheta cayennensis,,Verbena
Stachytarpheta indica,,"Selaseh dandi (Spotted basil),Ngadi rengga,Jarung lalaki,Selaseh hutan (Woodland basil),Verbena"
Stachytarpheta jamaicensis,,"Verbena,Verveine Bleue,Bastard Vervain,Verveine A Queue De Rat,Verveine,Rumput tahi babi (Pig dung gra,Verbena Azul,Verveine Violette,Brazilian Tea,Gewongan,Selaseh dandi (Spotted basil)"
Stachytarpheta jammacensis,,nan
Stachytarpheta mutabalis,,"Jarongan,Remik getih,Laler mengeng"
Stachytarpheta mutabilis,,nan
Stachytarpheta urticaefolia,,nan
Stapelia flavirostris,,nan
Statice caroliniana,,"Statice De La Caroline,Marsh Rosemary,Amerikaanse Lamsoor,American Sea Lavender,Amerikanischer Widerstoss"
Statice chilensis,,nan
Statice limonium,,Sea Lavender
Stauntonia hexaphylla,,Mube
Staurogyne malaccensis,,Pokok serawan kubang
Staurogyne setigera,,Rumput kerak rimba (Forest dia
Stegnosperma halimifolium,,nan
Stegnosperma watsonii,,nan
Stellaria alsine,,nan
Stellaria aquatica,,"Fan Lu,Chickweed"
Stellaria holostea,,Stitchwort
Stellaria media,,"Chickenmeat,Sercedili,Alsine,Hashishat Al Qazzaz"
Stellaria nemorum,,Cococaton
Stellaria puberula,,nan
Stellaria semivestita,,nan
Stellaria sp,,Aoachcueton
Stellaria vestita,,nan
Stellera chamaejasme,,nan
Stemmadenia donnell-smithii,,nan
Stemmadenia tomentosa,,nan
Stemodia ericifolia,,nan
Stemodia maritima,,nan
Stemodia parviflora,,nan
Stemodia viscosa,,nan
Stemona burkelii,,nan
Stemona japonica,,"Byakubu(Turu-Byakubu),Byakubu(Turu-Byakubua)"
Stemona moluccana,,Ubi gorita itam
Stemona sessilifolia,,Tati-Byakubu
Stemona tuberosa,,"Pai Pu,Tama-Byakubu,Pai Pu Chiu,Ubi kemeli hutan"
Stemonurus monticolus,,nan
Stemonurus secundiflorus,,Perepat bukit
Stenanthella frigida,,nan
Stenochlaena palustris,,"Paku miding,Paku hurang"
Stenocline incana,,Rambiazina
Stenoloma chusana,,nan
Stenoloma chusanum,,nan
Stenotaphrum dimidiatum,,nan
Stenotaphrum helferi,,Ramput dada lipan (Centipede
Stephania abyssinica,,nan
Stephania cephalantha,,Tamasaki-Tuzura-Fuji
Stephania forsteri,,nan
Stephania glabra,,nan
Stephania hernandifolia,,Patha
Stephania hernandiifolia,,"Areuj geureung,Ojod minjak,Onjo-onjo,Bai kon pit,Seloeroe,nan"
Stephania japonica,,Hasuno Hakozura
Stephania rotunda,,"Cu Mot,Daun nasi-nasi betina"
Stephania sinica,,nan
Stephania sp,,nan
Stephania tetrandra,,nan
Stephegyne parvifolia,,nan
Sterculia apetala,,"Anacahuita,Pistache Des Indes,Anacaguita,nan"
Sterculia balanghas,,nan
Sterculia carthagenensis,,nan
Sterculia ferruginea,,nan
Sterculia foetida,,"Kepuh,Poh,Kayu lepong,Kelapong,Kelumpang,Jangkang"
Sterculia graciliflora,,nan
Sterculia hypochra,,"Tlon,Trom"
Sterculia javanica,,"Pranajiwa,Binong"
Sterculia lepidoto-stellata,,nan
Sterculia lychnophora,,Sam Rong
Sterculia macrophylla,,Pranajiwa
Sterculia platanifolia,,"Wu T'Ung,Wu Tung Chiu"
Sterculia rubiginosa,,nan
Sterculia scaphigera,,"P'Ang Ta Hai,Ta Hai Tzu"
Sterculia shillinglawii,,nan
Sterculia sp,,Karaya
Sterculia tragacantha,,nan
Sterculia urens,,nan
Sterculia villosa,,nan
Stereospermum fimbriatum,,"Lempoyan,Chachah,Bekak"
Stereospermum kunthianum,,Golombi
Stereospermum personatum,,nan
Stereospermum suaveolens,,Patala
Stevia elatior,,nan
Stevia eupatoria,,nan
Stevia puberula,,nan
Stevia rebaudiana,,nan
Stevia rhombifolia,,nan
Stevia sp,,nan
Stichoneuron caudatum,,Kayu mati hidup (Death expecta
Stictocardia campanulata,,nan
Stigmaphyllon periplocifolium,,nan
Stillingia acutifolia,,nan
Stillingia sebifera,,Wu Chiu
Stillingia sylvatica,,"Yawroot,Queen'S Delight,Sevo Vegetal,Queen'S Root,Albero Del Sego,Yaw Root,Stillingie"
Stillingia texana,,nan
Stillingia treculeana,,Queen'S Delight
Stipa capensis,,nan
Stipa robusta,,Sleepygrass
Stipa sibirica,,nan
Stixis flavescens,,Mang Ram Bo
Stranvaesia nussia,,nan
Streblus asper,,"Serut,Peleh"
Streblus taxoides,,"Pokok temang,Sepuchat"
Streptocaulon baumii,,Hinggui Kalabau
Striga asiatica,,Rumput siku-siku
Striga gesnerioides,,nan
Striga hermonthica,,nan
Striga lutea,,nan
Strobilanthes atropurpureus,,nan
Strobilanthes auriculatus,,nan
Strobilanthes callosus,,nan
Strobilanthes ciliatus,,nan
Strobilanthes cusia,,nan
Strobilanthes flaccidifolius,,"Tarum Siam,Ketji Beling"
Strobilanthes helicus,,nan
Strongylodon lucidus,,nan
Strophanthus caudatus,,nan
Strophanthus cumingi,,nan
Strophanthus cumingii,,nan
Strophanthus eminii,,nan
Strophanthus gratus,,nan
Strophanthus hispida,,Omaatwa
Strophanthus hispidus,,nan
Strophanthus kombe,,nan
Strophanthus sarmentosus,,nan
Strophanthus sp,,"Ordeal Plant,Ordealplant"
Strophanthus thollonii,,nan
Strumpfia maritima,,nan
Struthanthus citricola,,Tetpote Iba
Struthanthus haenkeanus,,nan
Struthanthus marginatus,,Herva De Passarinho Miuda
Struthanthus polyrrhizus,,Guira
Strychnos castelanei,,Curare
Strychnos castelnaei,,Urari
Strychnos cinnamonifolia,,nan
Strychnos colubrina,,"L.,Snakewood,Snakeroot"
Strychnos crevauxii,,Curare
Strychnos gaultheriana,,Hoang Nan
Strychnos guineensis,,nan
Strychnos icaja,,"M'Loundu,Bengue"
Strychnos ignatia,,Lu Sung Kuo
Strychnos ignatii,,"Isnatius Bean,Poison Nut,Berg."
Strychnos ignatius,,"Pipita,Noix Igasur,Kletterstrauch,St Ignatius Shrub,Ignatiusstruik,Pepita De Bisaya,Lu Sung Kuo"
Strychnos jollyana,,nan
Strychnos laurina,,nan
Strychnos ligustrina,,"Slagenhout,Bedara laut"
Strychnos malaccensis,,Hoang Nan
Strychnos melinoniana,,nan
Strychnos nux-blanda,,nan
Strychnos nux-vomica,,"Kargabuken,Strychnine,Ma Ch'Ien,Huo Shih K'O Pa Tu,K'U Shih Pa Tou,Fan Mu Pieh,Yettie Kolindoo"
Strychnos nuxvomica,,nan
Strychnos ovalifolia,,nan
Strychnos panamensis,,nan
Strychnos peckii,,nan
Strychnos potatorum,,Clearing Nut Tree
Strychnos pseudoquina,,Quina Do Campo
Strychnos pubescens,,"Akar ipoh,nan"
Strychnos quadrangularis,,"Ipoh akar,nan"
Strychnos rheedei,,nan
Strychnos solimoesana,,nan
Strychnos sp,,"Kurarebaum,Pijlgiftboom,Curare"
Strychnos spinosa,,nan
Strychnos tieute,,Tjetok
Strychnos toxifera,,"Curare,Urari"
Strychnos triclisioides,,Bowihi
Strychnos wallichiana,,nan
Strychnos xerophila,,nan
Stryphnodendron barbatimam,,Barbatimao
Stryphnodendron barbatimao,,"Adstringerende Braziliaanse Ba,Ecorce Astringente,Barbatimao Rinde,Brasiliansk Sammentraekkende B,Barbatimao,Astringent Bark"
Stryphnodendron barbitimam,,Barbatimao
Stylosanthes fruticosa,,nan
Stylosanthes scabra,,nan
Styphelia malayana,,"Taratap,Choreng atap"
Styphelia suaveolens,,Bacay
Styphelia tameiameia,,nan
Styrax argenteus,,nan
Styrax benzoides,,Benzoin
Styrax benzoin,,"Ansokko-No-Ki,Shui An Hsi Hsiang,An Hsi Hsiang,Asilbent,An Hsi Yu,Kemenyan,Ch'U Pei Hsiang,Benzoin,Gum Benzoin"
Styrax ferrugineum,,nan
Styrax officinale,,"Storax,Styrax"
Styrax sp,,Styrax
Styrax tonkinense,,Siam Benzoin
Styrax tonkinensis,,nan
Suaeda fruticosa,,nan
Suaeda maritima,,nan
Suaeda torreyana,,nan
Succisa pratensis,,"Devil'S Bit,Succisa,Ascabiosa Mordida,Ofbit"
Suckleya suckleyana,,Poison Suckleya
Suriana maritima,,"Crisse Marine,nan"
Sutera filicaulis,,nan
Sutera floribunda,,nan
Sutera spp.,,nan
Sutherlandia frutescens,,"Cancerbush,Cancerwort,Cancer Bush,Kanker Bos"
Sutherlandia microphylla,,nan
Swartzia madagascariensis,,nan
Sweetia panamemsis,,nan
Sweetia panamensis,,Cascara Amarga
Swertia angustifolia,,nan
Swertia chamaejasme,,nan
Swertia cherayta,,Bhunimba
Swertia chirata,,"Indische Chiretta,Indian Chiretta,Driesen Enzian,Indian Gentian,Dowa I Pechish,Nila Vembu,Chirata,Kirata Tikta,Chirette Indien"
Swertia chirayita,,nan
Swertia japonica,,nan
Swietenia humilis,,nan
Swietenia macrophylla,,Oba-Mahogani
Swietenia mahagoni,,"Caoba,Acajou A Planches,Acajou De St Domingue,Caobo"
Swietenia mahogani,,"Acajou,nan"
Swietenia sp,,Tzopilotltzontecomatl
Swinglea glutinosa,,"Taboc,Malakabuyan"
Symphonia globulifera,,Hogplum
Symphoricarpos albus,,nan
Symphoricarpos occidentalis,,nan
Symphoricarpos orbicularis,,Coralberry
Symphoricarpos racemosa,,nan
Symphytum asperrimum,,Consuelda
Symphytum bulbosum,,Comfrey
Symphytum officinale,,"Liane Chique,Hirehari-So,Buyuk Karakafesotu,Comfrey,Consoude,Bourrache,Consuelda,Borraja"
Symphytum peregrinum,,nan
Symphytum tuberosum,,Comfrey
Symplocarpus foetida,,Skunk Cabbage
Symplocarpus foetidus,,"Skunkcabbage,Zehrwurz,Dragonzio,Draconte Fetide,Skunk Cabbage,Drakenkruid"
Symplocos fasciculata,,nan
Symplocos laurina,,nan
Symplocos odoratissima,,"Ki sariawan,Kulit seriawan,Kisariawan,Seriawan"
Symplocos paniculata,,nan
Symplocos penangiana,,"Ganchek kechil,Meruas"
Symplocos prunifolia,,Shan Fan
Symplocos racemosa,,Lodhra
Symplocos spicata,,nan
Symplocos theaefolia,,Lodh Tree
Symplocos tinctoria,,Horse Sugar
Synadenium glauscens?,,nan
Synadenium grantii,,nan
Synandrospadix vermitoxicus,,nan
Synedrella nodiflora,,"Feuilles Depot,Salamani,Rumput babi (Pig's grass),Bruwan,Krasuk,Gletan warak"
Syngonium ternatum,,nan
Syngonium vellozianum,,nan
Synnema uliginosa,,nan
Synsepalum dulcificum,,nan
Syringa vulgaris,,"Lilac,Leylak"
Syzygium aqueum,,nan
Syzygium aromaticum,,"Girofle,Ting Hsiang,Karanfil,Cloves,Mu Ting Hsiang,Clove,Ting Tzu Hsiang,Chi She Hsiang"
Syzygium caryophyllata,,Gun Din Sian
Syzygium cerasoideum,,nan
Syzygium corynantha,,nan
Syzygium corynocarpum,,nan
Syzygium cumini,,"Jambolboom,Jamboulbaum,Jambosier"
Syzygium cuminii,,Java Plum
Syzygium guineense,,nan
Syzygium inophylloides,,nan
Syzygium jambos,,"Pomo,Pomarrosa"
Syzygium jambosa,,Pomme Rose
Syzygium malaccense,,nan
Syzygium malaccensis,,nan
Syzygium neurocalyx,,nan
Syzygium operculatum,,nan
Syzygium sp,,nan
Syzygium zeylanicum,,nan
Tabebuia avellanadae,,"Ipe Roxo,Pau D'Arco"
Tabebuia bahamensis,,nan
Tabebuia caraiba,,nan
Tabebuia heptophylla,,"Pau D'Arco,Ipe"
Tabebuia ipe,,Ipe Roxo
Tabebuia leucoxyla,,nan
Tabebuia pallida,,nan
Tabebuia pentaphylla,,nan
Tabebuia rosea,,nan
Tabernaemontana amygdalifolia,,nan
Tabernaemontana australis,,Sapiranguy
Tabernaemontana citrifolia,,"Leteuil,Bois Lait,Cojon De Gato,Palo De Leche,Pegojo"
Tabernaemontana coronaria,,"Nata,Ceylon Jasmine,Tagar"
Tabernaemontana corymbosa,,Djelotong Badak
Tabernaemontana cylindrocarpa,,nan
Tabernaemontana divaricata,,"Kembang Mantega,Mandakaki"
Tabernaemontana hirta,,nan
Tabernaemontana longipes,,nan
Tabernaemontana nereifolia,,nan
Tabernaemontana sp,,nan
Tabernaemontana sralensis,,Sneng Kou
Tabernanthe iboga,,"Iboga,Radix Tabernanthe"
Tacca cristata,,"Leker,Kelemoyang ayer"
Tacca fatsiifolia,,Nonno
Tacca integrifolia,,nan
Tacca leontopetaloides,,nan
Tacca palmata,,"Gadoong Tikoos,Kotok bongktok,Temu giling,Koemis oetjung,Temoo Giling,Iles-iles,Gadoeng tikoes,Koomis Ootjing"
Tacca pinnatifida,,"Pia,nan"
Taccarum weddellianum,,nan
Tachia guianensis,,nan
Tachiadenus longiflorus,,Befelopela
Tagetes caracasana,,nan
Tagetes erecta,,"Big Marigold,Souci,Fleurs Souci,Chambergo,Clavel De Los Muertos"
Tagetes filifolia,,nan
Tagetes florida,,nan
Tagetes lucida,,"Sweet Marigold,Tzitziqui"
Tagetes micrantha,,nan
Tagetes minuta,,"Dwarf Marigold,Chinchilla"
Tagetes multifida,,nan
Tagetes patula,,"Qadifah,Clavel De Los Muertos,Souci,Gula Zard,Flewurs Souci,Ja'Fari,Copada"
Tagetes pusilla,,nan
Tagetes sp,,Rosa Del Angel
Tagetes subulata,,nan
Tagetes tenuifolia,,nan
Tagetes terniflora,,nan
Talauma elegans,,Tajoengan
Talauma hodgsonii,,nan
Talauma mexicana,,nan
Talauma plumieri,,Maranon De La Maestra
Talinum caffrum,,nan
Talinum cuneifolium,,Mggottmerkua
Talinum paniculatum,,"Herbe Onze Heures,Onze Heures,Feafa,Horloge Des Jardins"
Talinum patens,,Verdolaga De Cabra
Talinum portulacifolium,,nan
Talinum sp,,nan
Talinum triangulare,,Verdolaga De Cabra
Talisia olivaeformis,,nan
Tamarindus indica,,"Asem,Tama-Rindo,Mandarin,Tamarin,Wit asem,Demirhindi,Asam jara,Tamarindier,Tamarindo,Tamarinde,Asam kawak,Tomale,Tamarind,Tomaring,Asam jawa,Tomarin"
Tamarindus indicus,,nan
Tamarix aphylla,,Atsl
Tamarix articulata,,Tamarisk
